epoch,AUC,accuracy,loss,val_AUC,val_accuracy,val_loss
0,0.5529392,0.5747378,0.6826397142001799,0.64065635,0.66433567,0.6760449255263055
1,0.63880193,0.63286716,0.6520640700534507,0.6781612,0.6311189,0.6319264113069414
2,0.7035239,0.66433567,0.6212541712643384,0.7763384,0.70454544,0.5715248599335864
3,0.7668577,0.7119755,0.5731812264848423,0.76736015,0.6870629,0.5695630917390744
4,0.7869953,0.7237762,0.5495149586349726,0.7744388,0.70804197,0.5705310424099436
5,0.7998216,0.73426574,0.5370580539680444,0.7827644,0.7027972,0.5729430230347426
6,0.81485957,0.74825174,0.515295180648409,0.82077664,0.7255245,0.5119633755379623
7,0.83123076,0.75393355,0.4940915997563438,0.82403624,0.74125874,0.511200978414162
8,0.8421678,0.7744755,0.4823638537859583,0.8121882,0.7395105,0.5217372935551864
9,0.85560346,0.7814685,0.4592650791083078,0.8178655,0.736014,0.5316433337732003
10,0.8715433,0.7945804,0.4370235090397976,0.82454526,0.75874126,0.5074089161165944
11,0.8741508,0.80332166,0.43069867766299447,0.83500874,0.75,0.49753544299856767
12,0.88943744,0.826486,0.408114216733281,0.8646771,0.8006993,0.44929799234325235
13,0.89038885,0.81555945,0.39718001799241126,0.8444759,0.7674825,0.47812410597722016
14,0.8965932,0.8256119,0.38869795771771587,0.87041694,0.79195803,0.4440745068909405
15,0.91449803,0.8487762,0.35635494724993916,0.8614954,0.7937063,0.4519711309014917
16,0.9145745,0.8452797,0.35195866097383516,0.83845174,0.75524473,0.5428614869218814
17,0.9182808,0.85402095,0.34090774142227326,0.8531163,0.7902098,0.5054899119296586
18,0.9343528,0.8675699,0.3114451754372567,0.8418642,0.76573426,0.526307318294486
19,0.9333432,0.86975527,0.3125277443714049,0.8342829,0.7622378,0.5244240176479716
